transaction,produktbereich_name,produktbereich_produktbereich-id,produktbereich_label,amount,haushaltsstelle_haushaltsstelle-id,haushaltsstelle_name,haushaltsstelle_label,time_name,time_year,time_month,time_day,time_week,time_yearmonth,time_quarter,time,produktgruppe_produktgruppen-id,produktgruppe_name,produktgruppe_label
6bc690e2a492e7d56cb2b043fd3cfa9e,ordnung-und-sicherheit,,Ordnung und Sicherheit,35000,,abschreibungen,Abschreibungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
3dd5e7cb74953b7c11f2b5e508b48add,ordnung-und-sicherheit,,Ordnung und Sicherheit,3344000,,personalaufwendungen,Personalaufwendungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
ba15a5ccff5641d47781b82bbffb2ed4,ordnung-und-sicherheit,,Ordnung und Sicherheit,310000,,versorgungsaufwendungen,Versorgungsaufwendungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
f53882973f099bb30cc47c73c5c6dc3f,ordnung-und-sicherheit,,Ordnung und Sicherheit,64000,,abschreibungen,Abschreibungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
65b2e7e7b45b7bf8d7d06e00ef7fe189,ordnung-und-sicherheit,,Ordnung und Sicherheit,532000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
3f2e7687e48d0fdbf9028098d5407135,ordnung-und-sicherheit,,Ordnung und Sicherheit,3272000,,personalaufwendungen,Personalaufwendungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
dc5c25a6678d5b171830e669f8c3c463,ordnung-und-sicherheit,,Ordnung und Sicherheit,434000,,versorgungsaufwendungen,Versorgungsaufwendungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
f016ca3da9bf5b5fcf71f058251f188a,ordnung-und-sicherheit,,Ordnung und Sicherheit,87000,,abschreibungen,Abschreibungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
8ff0769eb44e30d7bea1e57ef855c735,ordnung-und-sicherheit,,Ordnung und Sicherheit,532000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
4dff89db1d2616e306c5ed57d13bc899,ordnung-und-sicherheit,,Ordnung und Sicherheit,3272000,,personalaufwendungen,Personalaufwendungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
eb2553fe65549bf1ab7073aeaa35e494,ordnung-und-sicherheit,,Ordnung und Sicherheit,434000,,versorgungsaufwendungen,Versorgungsaufwendungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
b81042cbc9b60f4b1ad9ffd1a314bd4d,ordnung-und-sicherheit,,Ordnung und Sicherheit,97000,,abschreibungen,Abschreibungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
003064f92ea7e21fbda3a5a6c025768f,ordnung-und-sicherheit,,Ordnung und Sicherheit,532000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
cd7d874a8d2ac840cdd20f63a5fd1bbc,ordnung-und-sicherheit,,Ordnung und Sicherheit,3272000,,personalaufwendungen,Personalaufwendungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
cafbdc2a5d7d8ad134026c52b932014a,ordnung-und-sicherheit,,Ordnung und Sicherheit,434000,,versorgungsaufwendungen,Versorgungsaufwendungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
79b0a010f205348c37d1c4a1b4ceb724,ordnung-und-sicherheit,,Ordnung und Sicherheit,103000,,abschreibungen,Abschreibungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
b415e374a279382d1e4a8ed77131ffa4,ordnung-und-sicherheit,,Ordnung und Sicherheit,532000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
b48d6bf4a9b044f89563a7baed73461a,ordnung-und-sicherheit,,Ordnung und Sicherheit,3272000,,personalaufwendungen,Personalaufwendungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
5dc7d42495f065040049ca5dd8c07043,ordnung-und-sicherheit,,Ordnung und Sicherheit,434000,,versorgungsaufwendungen,Versorgungsaufwendungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,staatsangehorigkeit-und-personenstand,Staatsangehörigkeit und Personenstand
30c06769f967363994cedef18a408343,ordnung-und-sicherheit,,Ordnung und Sicherheit,842514.619999999995343387126922607421875,,abschreibungen,Abschreibungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
c367c9ccfc4666f31157c47a562112fc,ordnung-und-sicherheit,,Ordnung und Sicherheit,10062080.789999999105930328369140625,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
9a59ef85afdbbca763e9258c73b21f00,ordnung-und-sicherheit,,Ordnung und Sicherheit,37760.800000000002910383045673370361328125,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
f613a5e64c9f2cb792a45b26773bd8cd,ordnung-und-sicherheit,,Ordnung und Sicherheit,19974.95000000000072759576141834259033203125,,ausserordentliche-aufwendungen,Außerordentliche Aufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
e8c4d70f552c80e675f23b6e459da8f6,ordnung-und-sicherheit,,Ordnung und Sicherheit,22529342.7699999995529651641845703125,,personalaufwendungen,Personalaufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
1fc385d3d24868cb50ce764d9145e5a2,ordnung-und-sicherheit,,Ordnung und Sicherheit,6197.9600000000000363797880709171295166015625,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
0b41b3da8d3d99b7f2fd87f7a0752056,ordnung-und-sicherheit,,Ordnung und Sicherheit,7523103.0899999998509883880615234375,,versorgungsaufwendungen,Versorgungsaufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
12194e0de22ea65ba07fb31fbe27b967,ordnung-und-sicherheit,,Ordnung und Sicherheit,563.1499999999999772626324556767940521240234375,,zinsen-und-sonstige-finanzaufwendungen,Zinsen und sonstige Finanzaufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
773c39b319bd218a35caf854a96da940,ordnung-und-sicherheit,,Ordnung und Sicherheit,450000,,abschreibungen,Abschreibungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
8b529865f20b3a2961865c4f6bae99ce,ordnung-und-sicherheit,,Ordnung und Sicherheit,10259000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
acb5b24499f052728a8c4d7172c3ef62,ordnung-und-sicherheit,,Ordnung und Sicherheit,17000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
b32ee66b5dd54d09961499aa6831f02a,ordnung-und-sicherheit,,Ordnung und Sicherheit,24538000,,personalaufwendungen,Personalaufwendungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
843b9c731b836d0da781421ccabf736a,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
681bcdceb8d4c4782d42e4e09f7070ac,ordnung-und-sicherheit,,Ordnung und Sicherheit,8090000,,versorgungsaufwendungen,Versorgungsaufwendungen,2009-01-01,2009,01,01,00,200901,0,2009-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
b1d2b1d8c6be62c65ad2c7c35ce5e62a,ordnung-und-sicherheit,,Ordnung und Sicherheit,600743,,abschreibungen,Abschreibungen,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
55eeb8924412c69c1e72c16403e89b4c,ordnung-und-sicherheit,,Ordnung und Sicherheit,10787000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
16a015a93c5abab251fda5c04137256e,ordnung-und-sicherheit,,Ordnung und Sicherheit,17000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
79e1323f1d676c0b19a90125f0fe6a91,ordnung-und-sicherheit,,Ordnung und Sicherheit,25393000,,personalaufwendungen,Personalaufwendungen,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
52a1cb5f6af6ed21c12b401515be7a95,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
2ccc2adeeb3f0367614fd9b6d3223594,ordnung-und-sicherheit,,Ordnung und Sicherheit,8033000,,versorgungsaufwendungen,Versorgungsaufwendungen,2010-01-01,2010,01,01,00,201001,0,2010-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
d9ae6882f37b1a280f5b9b9444ff8d7a,ordnung-und-sicherheit,,Ordnung und Sicherheit,1219053.83000000007450580596923828125,,abschreibungen,Abschreibungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
927d6f0bff6b32c3e26e26657a27b3b2,ordnung-und-sicherheit,,Ordnung und Sicherheit,13440683.09999999962747097015380859375,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
5451e2669f3742e3e29bac605279d26f,ordnung-und-sicherheit,,Ordnung und Sicherheit,15737.149999999999636202119290828704833984375,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
2030c96d253da7736ecc5c20fbcae316,ordnung-und-sicherheit,,Ordnung und Sicherheit,111875,,ausserordentliche-aufwendungen,Außerordentliche Aufwendungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
82f1fe0f278290429fb6bbfc01910216,ordnung-und-sicherheit,,Ordnung und Sicherheit,27146886.210000000894069671630859375,,personalaufwendungen,Personalaufwendungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
5472080469d8b913ea06dc3eacc880bb,ordnung-und-sicherheit,,Ordnung und Sicherheit,6771,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
8fa0124a3bb2ceb299bc36c0088d7409,ordnung-und-sicherheit,,Ordnung und Sicherheit,8182995.370000000111758708953857421875,,versorgungsaufwendungen,Versorgungsaufwendungen,2011-01-01,2011,01,01,00,201101,0,2011-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
1b0e0e24cfe77e88a74313adb2edd76c,ordnung-und-sicherheit,,Ordnung und Sicherheit,958000,,abschreibungen,Abschreibungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
d46fbefe2e22e0eadb8e800fe0259cfe,ordnung-und-sicherheit,,Ordnung und Sicherheit,12109000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
eb907659329f529ca299be8d28a5546a,ordnung-und-sicherheit,,Ordnung und Sicherheit,122000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
4ce2afd8c22b4220d9fce70d4b6a99d8,ordnung-und-sicherheit,,Ordnung und Sicherheit,29698000,,personalaufwendungen,Personalaufwendungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
ba52f1e0d08d4a35d7568cab4a2633d1,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
132806e4977d633a14392d6acbf856bf,ordnung-und-sicherheit,,Ordnung und Sicherheit,1772000,,versorgungsaufwendungen,Versorgungsaufwendungen,2012-01-01,2012,01,01,00,201201,0,2012-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
2b096cc25398248988e9374920f938a9,ordnung-und-sicherheit,,Ordnung und Sicherheit,748000,,abschreibungen,Abschreibungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
f2eb5f4175b9ebf228774870597db114,ordnung-und-sicherheit,,Ordnung und Sicherheit,12071000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
8ab3d00f462add2debabda2285325724,ordnung-und-sicherheit,,Ordnung und Sicherheit,122000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
8076c0f961273ba0a254f42dcefeae6b,ordnung-und-sicherheit,,Ordnung und Sicherheit,28814000,,personalaufwendungen,Personalaufwendungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
a8cb1bbf0645bf8a9e392335b76a1659,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
e0fabff0cf2c05933f2904ee65f4213c,ordnung-und-sicherheit,,Ordnung und Sicherheit,2574000,,versorgungsaufwendungen,Versorgungsaufwendungen,2013-01-01,2013,01,01,00,201301,0,2013-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
153f96546522d0160c422f181b1c2555,ordnung-und-sicherheit,,Ordnung und Sicherheit,639000,,abschreibungen,Abschreibungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
84c40733056ee5b463da62c3d4a2cc52,ordnung-und-sicherheit,,Ordnung und Sicherheit,12384000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
11ff5ce77abc2c62993f3bef69f26ff9,ordnung-und-sicherheit,,Ordnung und Sicherheit,122000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
6f4426afb289863dc89301c788124055,ordnung-und-sicherheit,,Ordnung und Sicherheit,28814000,,personalaufwendungen,Personalaufwendungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
6f356cf2cc6ada628dba7fff4b35e70e,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
c50f8ab165bd33764fdbd11b2ec5e6ad,ordnung-und-sicherheit,,Ordnung und Sicherheit,2574000,,versorgungsaufwendungen,Versorgungsaufwendungen,2014-01-01,2014,01,01,00,201401,0,2014-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
f08d7d3043d56835799b1f41782e7809,ordnung-und-sicherheit,,Ordnung und Sicherheit,644000,,abschreibungen,Abschreibungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
7e6fde224c893684af3eb1a7284abd27,ordnung-und-sicherheit,,Ordnung und Sicherheit,12396000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
4de7dd756683911f743aaec9fa9bb400,ordnung-und-sicherheit,,Ordnung und Sicherheit,122000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
ae565d3d6e76f9d63bf767b307cbb9be,ordnung-und-sicherheit,,Ordnung und Sicherheit,28814000,,personalaufwendungen,Personalaufwendungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
e7f684990d6c99c1724f8f3d068edcc1,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
efd28599067980083d18674809f33c92,ordnung-und-sicherheit,,Ordnung und Sicherheit,2574000,,versorgungsaufwendungen,Versorgungsaufwendungen,2015-01-01,2015,01,01,00,201501,0,2015-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
cc597af74a52bf9f04ef7b1864657804,ordnung-und-sicherheit,,Ordnung und Sicherheit,686000,,abschreibungen,Abschreibungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
e67969a511832415276a05cd85667824,ordnung-und-sicherheit,,Ordnung und Sicherheit,12396000,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
411e4d482a986c3d6d7ae9c41b466f7f,ordnung-und-sicherheit,,Ordnung und Sicherheit,122000,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
c2bfa3e21fce206fd5af648417fbe33e,ordnung-und-sicherheit,,Ordnung und Sicherheit,28814000,,personalaufwendungen,Personalaufwendungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
04639c199719eb2e2f3a203f6da9c90a,ordnung-und-sicherheit,,Ordnung und Sicherheit,10000,,sonstige-ordentliche-aufwendungen,Sonstige ordentliche Aufwendungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
77ec2ae5825a687fb3ad1fb1d68e309a,ordnung-und-sicherheit,,Ordnung und Sicherheit,2574000,,versorgungsaufwendungen,Versorgungsaufwendungen,2016-01-01,2016,01,01,00,201601,0,2016-01-01,,ordnung-und-sicherheit,Ordnung und Sicherheit
25c05ef6553f0d489a725b566057c221,ordnung-und-sicherheit,,Ordnung und Sicherheit,255923.4500000000116415321826934814453125,,abschreibungen,Abschreibungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,verkehrssteuerung-und-uberwachung,Verkehrssteuerung und -überwachung
8e4d39b5d21926d1987b7f613939a566,ordnung-und-sicherheit,,Ordnung und Sicherheit,6250088.459999999962747097015380859375,,aufwendungen-fur-sach-und-dienstleistungen,Aufwendungen für Sach- und Dienstleistungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,verkehrssteuerung-und-uberwachung,Verkehrssteuerung und -überwachung
ac3d85900943b1c5eea23572eaddbf23,ordnung-und-sicherheit,,Ordnung und Sicherheit,751484.48999999999068677425384521484375,,aufwendungen-fur-zuweisungen-und-zuschusse-sowie-besondere-finanzausgaben,Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,verkehrssteuerung-und-uberwachung,Verkehrssteuerung und -überwachung
5c9dc938deba41572c1eca54828e7ca3,ordnung-und-sicherheit,,Ordnung und Sicherheit,436,,ausserordentliche-aufwendungen,Außerordentliche Aufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,verkehrssteuerung-und-uberwachung,Verkehrssteuerung und -überwachung
4c859c5eaffe37a184d46d38311e2600,ordnung-und-sicherheit,,Ordnung und Sicherheit,9098098.90000000037252902984619140625,,personalaufwendungen,Personalaufwendungen,2008-01-01,2008,01,01,00,200801,0,2008-01-01,,verkehrssteuerung-und-uberwachung,Verkehrssteuerung und -überwachung
